,id,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,review_scores_rating,number_of_reviews
3606,22889137,162310894,0,Cherry Creek,39.714596874440616,-104.94132404064786,Entire home/apt,4,2.5,2,2.0,250.0,0.0,97.0,25
3607,22889390,25005399,1,Civic Center,39.737927551676826,-104.99481386147428,Entire home/apt,16,3.0,4,12.0,371.0,149.0,93.0,17
3608,22889415,84745053,1,Cole,39.765613007552275,-104.96379892747372,Entire home/apt,10,4.5,5,7.0,199.0,140.0,100.0,49
3610,22910034,34955862,0,North Capitol Hill,39.74349861023928,-104.97601197246014,Entire home/apt,9,1.5,3,5.0,235.0,195.0,98.0,17
3614,22926284,90692855,1,Union Station,39.75034388051515,-105.0018925959073,Entire home/apt,2,1.0,1,1.0,100.0,75.0,89.0,39
3616,22936326,86623640,1,Baker,39.71886039073443,-104.99604698293508,Entire home/apt,10,2.0,4,7.0,250.0,169.0,98.0,23
3618,22941899,203341,0,Hale,39.73468187538555,-104.93703706858784,Entire home/apt,4,1.0,1,1.0,50.0,50.0,,0
3634,23000481,161610207,0,CBD,39.74719705272537,-104.9974947320314,Entire home/apt,3,1.0,0,1.0,77.0,125.0,100.0,1
3635,23002572,25005399,1,West Colfax,39.74224758966244,-105.04021394507765,Entire home/apt,8,3.5,3,7.0,468.0,150.0,93.0,8
3639,23005566,26242355,1,Highland,39.7658770859511,-105.00948168503879,Entire home/apt,5,1.0,1,3.0,50.0,50.0,92.0,49
3648,23040108,170977509,0,West Colfax,39.74123584894574,-105.05296060165787,Entire home/apt,8,2.0,3,5.0,199.0,125.0,100.0,7
3651,23045818,171039733,0,Union Station,39.75223932570571,-104.99637094387388,Entire home/apt,8,2.0,2,7.0,181.0,60.0,89.0,60
3652,23058938,57469678,0,Speer,39.725628869427,-104.98014665565552,Entire home/apt,4,1.0,1,3.0,87.0,42.0,93.0,15
3656,23063850,171216539,1,City Park,39.74436553026086,-104.94639334281986,Entire home/apt,5,1.0,2,3.0,135.0,75.0,98.0,17
3659,23081227,163844374,0,Hampden,39.672997317016176,-104.87228726247652,Shared room,3,2.0,1,6.0,24.0,0.0,86.0,13
3661,23090759,43344261,0,Capitol Hill,39.73535119645949,-104.98158256695628,Entire home/apt,6,1.0,2,2.0,159.0,99.0,96.0,15
3664,23094259,76404794,0,Athmar Park,39.69724256686713,-105.01905957451504,Private room,1,1.0,1,1.0,38.0,0.0,89.0,17
3668,23110869,157415925,0,Union Station,39.752866750364326,-104.99546498191435,Entire home/apt,8,2.0,2,5.0,163.0,60.0,88.0,61
3673,23124969,39880373,0,Berkeley,39.77198855115478,-105.0369705569847,Entire home/apt,10,3.0,3,3.0,500.0,180.0,80.0,1
3676,23126366,151394248,0,Chaffee Park,39.7904548894869,-105.00954634697244,Entire home/apt,6,1.0,2,2.0,260.0,115.0,,0
3678,23132065,104327915,0,Five Points,39.75147573453203,-104.9748662345657,Private room,2,1.0,1,1.0,48.0,10.0,100.0,3
3689,23163194,96228792,0,Highland,39.760240552316986,-105.00969654575813,Entire home/apt,2,1.0,0,1.0,70.0,150.0,,1
3690,23167706,159670587,1,Cherry Creek,39.714381570826504,-104.94351713915822,Private room,3,1.0,0,1.0,99.0,15.0,99.0,52
3699,23205927,10279860,0,City Park West,39.741234555477064,-104.96189651112087,Entire home/apt,4,1.0,1,2.0,99.0,60.0,97.0,20
3702,23215919,171495588,1,Gateway - Green Valley Ranch,39.793679082016595,-104.75643411121071,Private room,4,1.0,2,4.0,70.0,20.0,96.0,34
3705,23220948,12371381,1,City Park West,39.749470849318435,-104.96886567972177,Entire home/apt,2,1.0,1,1.0,93.0,60.0,99.0,21
3706,23222020,126753167,0,City Park,39.74406298182593,-104.94429399763378,Private room,1,1.0,1,1.0,150.0,0.0,100.0,1
3711,23248670,22279795,1,Civic Center,39.734302254630784,-104.9923151779599,Entire home/apt,5,2.0,1,1.0,120.0,0.0,98.0,43
3714,23256192,27421727,0,Hampden,39.66649696762571,-104.88519873804891,Entire home/apt,4,1.0,1,1.0,125.0,40.0,91.0,28
3715,23257443,55726275,1,Cole,39.7660444840369,-104.97279243771105,Entire home/apt,16,3.0,6,9.0,799.0,185.0,100.0,10
3718,23269276,26748184,0,West Highland,39.76249925115275,-105.03556115695079,Entire home/apt,5,1.0,2,3.0,129.0,50.0,95.0,4
3719,23276174,101940334,0,Baker,39.715250180323146,-104.99362836245938,Entire home/apt,6,2.5,3,3.0,200.0,45.0,81.0,29
3725,23308230,28017655,1,Northeast Park Hill,39.7636219885896,-104.91945698246927,Private room,2,1.0,1,1.0,45.0,0.0,98.0,19
3727,23310059,24912247,0,Windsor,39.703822465105844,-104.86758567773643,Entire home/apt,4,1.0,2,2.0,65.0,40.0,96.0,10
3730,23312555,54870800,0,Whittier,39.758543478391,-104.96813717680544,Entire home/apt,16,7.0,6,11.0,899.0,300.0,100.0,20
3742,23355811,291558,1,Lincoln Park,39.7358862270986,-104.99708573441536,Entire home/apt,5,1.0,2,2.0,135.0,95.0,100.0,10
3747,23362131,110838082,0,East Colfax,39.73546531857429,-104.89690554379898,Private room,2,1.0,2,1.0,55.0,0.0,93.0,9
3750,23378643,174270211,1,Speer,39.72141730852897,-104.98257874594593,Entire home/apt,7,2.0,3,3.0,200.0,180.0,100.0,15
3754,23395457,23318426,1,Speer,39.718069290851105,-104.98073755166794,Entire home/apt,5,1.0,2,3.0,108.0,100.0,100.0,21
3755,23399124,76404794,0,Athmar Park,39.697735170583904,-105.02048548536234,Private room,1,1.0,1,1.0,29.0,0.0,90.0,8
3762,23439093,7309222,0,Northeast Park Hill,39.76440496486829,-104.92003357406769,Entire home/apt,7,1.0,3,3.0,113.0,20.0,93.0,41
3763,23439115,291558,1,Lincoln Park,39.736191610020796,-104.99796398332563,Private room,2,1.0,1,1.0,74.0,38.0,99.0,28
3764,23447272,174918050,0,Stapleton,39.75949650151518,-104.86487886372028,Entire home/apt,4,2.5,3,3.0,225.0,350.0,,0
3769,23452356,174965098,0,Lincoln Park,39.728612665864674,-104.9973760317407,Entire home/apt,4,1.0,0,2.0,95.0,0.0,94.0,78
3770,23452981,151394248,0,Platt Park,39.69266173338072,-104.98634024399341,Entire home/apt,4,1.0,2,2.0,175.0,138.0,80.0,1
3771,23453500,151394248,0,Jefferson Park,39.75390473936493,-105.02390553269922,Entire home/apt,6,3.5,3,3.0,396.0,173.0,,1
3772,23453925,14081620,0,Sloan Lake,39.747506105076,-105.02686468486635,Private room,2,1.0,1,1.0,76.0,35.0,,0
3773,23454667,53621771,0,Five Points,39.751667492118095,-104.97951787498224,Entire home/apt,6,2.0,2,3.0,149.0,99.0,94.0,19
3775,23457396,20618572,0,Skyland,39.756682711482064,-104.95583625774326,Entire home/apt,10,3.5,4,4.0,450.0,250.0,98.0,9
3776,23457693,20618572,0,Skyland,39.75462022320856,-104.95598091350271,Entire home/apt,16,7.0,8,13.0,800.0,450.0,96.0,9
3777,23467833,4150751,1,Congress Park,39.73398859822847,-104.95794509707092,Entire home/apt,7,2.0,3,4.0,265.0,60.0,,0
3784,23518515,20820956,0,City Park,39.74381211014554,-104.94394251511689,Entire home/apt,2,1.0,1,1.0,150.0,60.0,100.0,9
3785,23520265,114023743,1,Harvey Park,39.680504875653966,-105.031163768924,Private room,2,1.0,1,2.0,32.0,0.0,99.0,69
3787,23524017,4431217,0,Overland,39.67002650103125,-104.9890910904702,Entire home/apt,3,1.0,2,2.0,65.0,85.0,,0
3794,23564312,24157036,0,Rosedale,39.676450769444386,-104.98380074761822,Entire home/apt,6,3.5,3,3.0,232.0,350.0,,0
3797,23566854,172716478,1,Highland,39.7621684118235,-105.01357123532075,Entire home/apt,6,2.0,2,4.0,200.0,110.0,99.0,14
3802,23591607,66492250,1,University Hills,39.66740196197947,-104.93261512469593,Entire home/apt,6,2.0,3,3.0,129.0,75.0,100.0,3
3807,23609578,11000177,1,Barnum,39.72534824264472,-105.03516615489492,Entire home/apt,2,1.0,1,1.0,80.0,50.0,100.0,30
3811,23615539,79663428,0,Sloan Lake,39.75180062914224,-105.03464182717917,Entire home/apt,12,3.5,4,5.0,167.0,247.0,98.0,12
3826,23664064,114521252,1,Gateway - Green Valley Ranch,39.781476853426774,-104.80073419674973,Private room,2,1.0,1,1.0,42.0,15.0,98.0,20
3829,23669531,34274795,0,Virginia Village,39.68772876348355,-104.93571276199108,Entire home/apt,12,2.0,5,5.0,350.0,150.0,100.0,1
3833,23685442,20045562,1,North Park Hill,39.75550139804479,-104.92488705697797,Entire home/apt,2,1.0,1,1.0,70.0,25.0,96.0,58
3835,23696085,101617046,1,West Colfax,39.74624959283647,-105.02628251446406,Entire home/apt,14,3.5,5,8.0,799.0,299.0,99.0,18
3840,23715711,48108208,1,Berkeley,39.779553809714336,-105.04202662458292,Entire home/apt,6,2.0,2,2.0,158.0,45.0,97.0,30
3854,23753678,163844374,0,Hampden,39.67277911995871,-104.87208470662874,Shared room,3,2.0,1,6.0,28.0,0.0,80.0,6
3856,23765688,100369882,0,West Highland,39.76042913625028,-105.03141518744611,Entire home/apt,4,1.0,1,2.0,106.0,99.0,,0
3857,23769747,151394248,0,West Highland,39.76003112003712,-105.03834915328285,Entire home/apt,12,4.0,4,4.0,475.0,219.0,,0
3860,23771193,102253730,0,West Highland,39.760545987438576,-105.03169358909534,Entire home/apt,4,1.0,1,2.0,137.0,50.0,100.0,2
3861,23772425,25005399,1,Cole,39.766324609439465,-104.96279467330281,Entire home/apt,8,2.0,2,4.0,175.0,55.0,90.0,22
3863,23786781,34955862,0,Speer,39.72252290573633,-104.9853040678916,Entire home/apt,2,1.0,1,1.0,90.0,90.0,98.0,8
3867,23801735,101640748,0,Congress Park,39.73047789288051,-104.95349659043856,Entire home/apt,14,4.0,6,10.0,495.0,160.0,90.0,6
3870,23807551,11406534,1,West Colfax,39.743635444705355,-105.02818491681101,Entire home/apt,6,3.5,3,3.0,250.0,100.0,99.0,23
3872,23811194,29947263,0,University Hills,39.677481463121424,-104.93728971611691,Shared room,1,1.0,1,1.0,100.0,0.0,100.0,4
3874,23827682,2182227,1,Barnum,39.71682544262127,-105.02673091388552,Private room,2,0.0,1,1.0,55.0,0.0,95.0,4
3878,23858751,1429674,1,Athmar Park,39.71071561684703,-105.01046696251831,Entire home/apt,14,4.0,5,6.0,500.0,149.0,97.0,6
3880,23859487,161878106,0,Hilltop,39.71320844979239,-104.92160782613449,Entire home/apt,14,3.0,4,10.0,303.0,133.0,93.0,26
3886,23878356,151394248,0,Platt Park,39.69294537165053,-104.98464735037851,Entire home/apt,2,1.0,0,1.0,120.0,69.0,,0
3890,23892976,20395077,0,Union Station,39.74881168716835,-104.99850969959229,Entire home/apt,2,1.5,1,1.0,75.0,0.0,,0
3894,23906737,27421727,0,Hampden South,39.63984263298652,-104.89822385411642,Entire home/apt,5,1.5,2,2.0,95.0,40.0,84.0,15
3897,23921417,6202862,0,Regis,39.790441147694814,-105.04276974853585,Shared room,1,1.0,1,1.0,33.0,10.0,100.0,15
3900,23929317,20618572,0,Sunnyside,39.77714490687673,-105.01404538307536,Entire home/apt,10,2.5,4,5.0,199.0,219.0,95.0,11
3904,23960099,30661160,1,Capitol Hill,39.733903944209814,-104.98619642536792,Entire home/apt,6,1.0,1,2.0,135.0,55.0,100.0,26
3911,23980836,180379764,0,Cherry Creek,39.720916465038925,-104.95328362784458,Entire home/apt,4,2.0,2,2.0,189.0,100.0,85.0,10
3914,23998934,37046633,0,Five Points,39.752507544598735,-104.99094201879565,Entire home/apt,4,1.0,1,2.0,175.0,75.0,99.0,15
3918,24011831,34274795,0,South Park Hill,39.74179769965923,-104.93476482487806,Entire home/apt,6,1.0,2,3.0,225.0,150.0,90.0,2
3920,24015104,180726583,1,Union Station,39.749360551534494,-104.99920682063605,Entire home/apt,7,1.5,3,5.0,156.0,0.0,95.0,22
3921,24015212,166415179,0,Washington Park West,39.70192001904579,-104.97741941562937,Entire home/apt,10,2.5,6,6.0,225.0,0.0,100.0,16
3925,24017637,180743055,0,Sun Valley,39.74446749053479,-105.0234600383378,Entire home/apt,16,5.0,5,5.0,650.0,240.0,100.0,8
3927,24034391,27708208,0,Whittier,39.759477346119034,-104.97136276298292,Entire home/apt,6,2.5,2,3.0,162.0,45.0,95.0,12
3929,24038986,180925283,1,Speer,39.71419025922552,-104.98261123954529,Entire home/apt,4,1.0,2,2.0,119.0,55.0,96.0,21
3930,24042350,29472916,0,Regis,39.78398823923205,-105.0369072829978,Entire home/apt,2,1.0,1,1.0,69.0,50.0,98.0,9
3933,24045052,16725984,0,West Highland,39.76172590186543,-105.04537700040794,Entire home/apt,3,1.0,2,2.0,133.0,150.0,100.0,1
3935,24057621,163473571,1,Whittier,39.75088462110652,-104.9682080051215,Entire home/apt,6,2.0,3,3.0,104.0,75.0,99.0,51
3936,24058066,20618572,0,Five Points,39.753573506903344,-104.97479205705471,Entire home/apt,14,3.0,4,6.0,800.0,220.0,100.0,8
3941,24064731,1675394,0,Speer,39.71317594383481,-104.98733361746788,Entire home/apt,4,1.0,1,3.0,99.0,60.0,99.0,32
3942,24066553,158148369,1,Highland,39.764027005296505,-105.01019468163572,Entire home/apt,8,2.0,3,4.0,139.0,95.0,97.0,37
3945,24082316,101749037,0,Goldsmith,39.677227369766996,-104.92141458510237,Entire home/apt,2,1.0,1,1.0,100.0,0.0,100.0,2
3948,24087247,8201883,1,Highland,39.76058280115449,-105.01587299425785,Entire home/apt,15,3.5,4,10.0,420.0,175.0,100.0,22
3950,24106874,86182487,1,Capitol Hill,39.73317230587642,-104.97741092506864,Entire home/apt,4,1.0,1,3.0,94.0,30.0,95.0,32
3951,24118993,181672423,0,Globeville,39.77297232601194,-104.9828870907876,Entire home/apt,2,1.0,1,1.0,86.0,50.0,,0
3955,24136704,181847022,1,Fort Logan,39.64734916324665,-105.0606046877898,Private room,2,1.0,1,2.0,69.0,0.0,93.0,47
3958,24157444,24157036,0,CBD,39.74582701953084,-104.99520138700291,Entire home/apt,4,2.0,2,2.0,218.0,0.0,,0
3960,24161341,5449792,1,Platt Park,39.68604252099731,-104.98346327443173,Private room,2,1.0,1,1.0,89.0,0.0,100.0,30
3965,24180313,160449770,0,Capitol Hill,39.72932709169543,-104.98319379864112,Shared room,1,17.0,1,1.0,50.0,0.0,100.0,20
3966,24181855,14439826,1,Athmar Park,39.71021025329158,-105.02041528153488,Entire home/apt,5,1.0,2,2.0,120.0,0.0,94.0,24
3970,24201934,152232731,1,Speer,39.713650928824045,-104.98270173161396,Entire home/apt,2,1.0,1,2.0,90.0,90.0,100.0,2
3972,24205820,6202502,0,Sunnyside,39.77673074872136,-105.01624686694599,Entire home/apt,6,2.0,3,5.0,259.0,150.0,,0
3973,24206648,21479754,0,Stapleton,39.764898388456324,-104.87211309553524,Entire home/apt,6,1.0,2,3.0,175.0,100.0,83.0,7
3976,24222389,177052836,1,Washington Park West,39.70103217380653,-104.97896845231982,Entire home/apt,2,1.0,0,1.0,83.0,29.0,99.0,25
3984,24235103,36795268,0,Virginia Village,39.68073406485704,-104.93492493972354,Entire home/apt,8,3.0,3,3.0,220.0,90.0,99.0,16
3988,24247962,130911588,0,Baker,39.71490615166598,-104.98989829447409,Entire home/apt,3,1.0,1,2.0,95.0,75.0,96.0,17
3996,24265800,67389885,0,Five Points,39.750215342271375,-104.98029540211424,Entire home/apt,4,1.0,2,3.0,110.0,0.0,100.0,3
3997,24266500,25005399,1,Lincoln Park,39.73100013892349,-105.00075339223127,Entire home/apt,12,3.5,3,6.0,428.0,99.0,100.0,13
4001,24284681,11374868,0,Whittier,39.76053049429937,-104.96538923377943,Entire home/apt,4,1.0,2,2.0,100.0,15.0,99.0,14
4002,24296988,134258208,0,Sunnyside,39.77106543789493,-105.01644167104963,Entire home/apt,6,2.0,3,4.0,129.0,95.0,100.0,8
4007,24306697,32275899,0,Baker,39.715214922456816,-104.99105977566357,Entire home/apt,4,2.0,2,3.0,200.0,100.0,,0
4011,24331281,183154210,0,Hilltop,39.712713758681154,-104.91180214890329,Entire home/apt,3,1.0,2,2.0,150.0,35.0,93.0,9
4012,24334427,174447161,0,Hampden South,39.63933567518697,-104.89597273758795,Entire home/apt,6,2.0,2,3.0,109.0,30.0,83.0,13
4019,24354230,19756246,1,Sunnyside,39.77517068585518,-105.01928486471377,Entire home/apt,4,1.0,0,2.0,142.0,45.0,95.0,19
4020,24355823,128440805,0,Five Points,39.75962726599354,-104.97654249979635,Entire home/apt,8,3.0,4,4.0,300.0,80.0,100.0,12
4025,24379303,51917981,0,Highland,39.75937335556747,-105.01782869449413,Entire home/apt,5,2.0,2,2.0,225.0,125.0,100.0,13
4027,24393223,184113398,0,West Colfax,39.74348821491762,-105.04001242204706,Entire home/apt,4,2.5,2,2.0,120.0,160.0,,0
4028,24397538,10312912,0,Union Station,39.75453611968022,-105.0015172487008,Entire home/apt,3,1.0,0,1.0,121.0,50.0,100.0,8
4031,24412174,101640748,0,Five Points,39.74755903304453,-104.98474593335536,Entire home/apt,6,2.0,2,3.0,119.0,80.0,92.0,7
4032,24412319,101640748,0,Five Points,39.7559173756695,-104.97621816850322,Entire home/apt,10,2.0,3,5.0,395.0,145.0,83.0,9
4035,24429792,11068531,0,Stapleton,39.75771490333778,-104.86049795647331,Entire home/apt,3,1.0,1,2.0,99.0,99.0,100.0,2
4040,24448069,65268691,1,Berkeley,39.78149380937743,-105.03827521140379,Entire home/apt,4,1.0,1,1.0,95.0,0.0,99.0,18
4059,24502937,185106891,0,Union Station,39.75493602257875,-105.00084794753658,Entire home/apt,2,1.0,1,1.0,150.0,50.0,100.0,10
4061,24517280,48003722,1,West Highland,39.76030177900593,-105.05208733577517,Entire home/apt,7,1.0,2,2.0,100.0,20.0,96.0,15
4063,24520787,185206182,1,Five Points,39.75944883820512,-104.97856618667629,Entire home/apt,5,1.0,2,2.0,115.0,49.0,96.0,32
4070,24555162,55721272,0,Hilltop,39.721877980375034,-104.92695978591252,Private room,1,1.0,1,1.0,60.0,0.0,100.0,1
4072,24557580,180925283,1,Speer,39.71397524281954,-104.98196360209732,Entire home/apt,4,1.0,1,2.0,119.0,80.0,,0
4082,24605701,57024291,1,West Highland,39.76490995252904,-105.04894769497963,Entire home/apt,2,1.0,1,1.0,65.0,35.0,100.0,24
4083,24607552,23166056,1,Speer,39.72701119338954,-104.98060524791129,Entire home/apt,3,1.0,1,2.0,103.0,45.0,98.0,16
4090,24633836,186166480,1,Capitol Hill,39.732614849732975,-104.98292997731113,Entire home/apt,2,1.0,0,1.0,125.0,0.0,96.0,11
4093,24635087,25005399,1,Civic Center,39.736698659375,-104.9950646534047,Entire home/apt,14,3.5,3,7.0,530.0,150.0,100.0,3
4101,24674874,25005399,1,West Highland,39.76316907554289,-105.03226481324577,Entire home/apt,11,2.0,3,6.0,240.0,69.0,100.0,11
4106,24689157,12224731,0,Congress Park,39.73081580358353,-104.941061793218,Entire home/apt,4,1.0,2,3.0,100.0,100.0,100.0,13
4107,24689489,71572483,0,Rosedale,39.67476046659912,-104.974887682902,Private room,2,1.0,1,2.0,50.0,30.0,97.0,6
4108,24694694,24157036,0,CBD,39.74585403644382,-104.9967431559867,Entire home/apt,2,1.0,1,1.0,200.0,300.0,,0
4111,24716577,10279860,0,City Park West,39.74124959447157,-104.9620159379268,Entire home/apt,4,1.0,1,3.0,129.0,60.0,98.0,8
4113,24734856,47114371,0,Lowry Field,39.71686788931423,-104.90025442596786,Private room,1,1.0,1,1.0,50.0,0.0,,1
4118,24751116,63861482,0,City Park West,39.744489720139185,-104.96692134227072,Entire home/apt,2,1.0,1,1.0,100.0,40.0,98.0,10
4121,24758887,28017655,1,Northeast Park Hill,39.763289113348854,-104.9203151564463,Private room,2,1.0,1,1.0,50.0,0.0,97.0,13
4122,24759748,130643922,0,Baker,39.712360574835536,-104.98810111934657,Entire home/apt,2,1.0,0,1.0,69.0,50.0,92.0,12
4148,24847694,151394248,0,Whittier,39.754623204445096,-104.9700273454405,Entire home/apt,4,2.0,2,2.0,320.0,115.0,,0
4149,24848902,187548757,0,Five Points,39.752267784340226,-104.97473540492832,Entire home/apt,14,3.0,4,6.0,800.0,220.0,100.0,4
4150,24852135,143045923,0,North Capitol Hill,39.74432811036381,-104.97820671156444,Entire home/apt,5,2.0,2,2.0,175.0,75.0,100.0,13
4156,24875887,44176296,0,Stapleton,39.76643068371449,-104.89051738133163,Entire home/apt,5,2.5,3,3.0,144.0,100.0,100.0,6
4157,24877066,163844374,0,Hampden,39.67156919034351,-104.87289711910357,Shared room,2,2.0,1,6.0,24.0,0.0,87.0,6
4159,24893063,188199544,0,Stapleton,39.760090630696006,-104.87425767318598,Entire home/apt,4,2.0,2,3.0,129.0,75.0,98.0,8
4166,24926759,188461738,0,Congress Park,39.739048826302415,-104.95786755290614,Private room,5,1.0,1,1.0,50.0,20.0,95.0,4
4169,24944762,150256220,0,Capitol Hill,39.7360016960461,-104.97800718742478,Entire home/apt,2,1.0,0,1.0,150.0,10.0,98.0,9
4172,24959377,10125161,0,West Highland,39.76937255968038,-105.02934987591264,Entire home/apt,6,2.0,3,2.0,250.0,125.0,,0
4175,24967101,46725527,0,Cherry Creek,39.72398803328061,-104.9419957473127,Entire home/apt,6,1.0,2,3.0,159.0,110.0,100.0,17
4179,24984406,33653108,1,Stapleton,39.755064642092144,-104.89095058642357,Private room,4,1.5,1,1.0,65.0,15.0,,0
4180,24991728,102295460,0,Washington Park West,39.70787097338054,-104.97554193696095,Private room,2,1.0,1,1.0,70.0,15.0,100.0,3
4184,25001622,186166480,1,Capitol Hill,39.732312608375786,-104.98469623123027,Entire home/apt,2,1.0,1,1.0,150.0,0.0,100.0,9
4185,25008400,145077627,0,Five Points,39.74874318236881,-104.97340586182399,Entire home/apt,5,2.5,2,2.0,249.0,0.0,98.0,9
4187,25027450,158111816,1,Highland,39.76546606728797,-105.00426408771776,Entire home/apt,4,2.5,2,2.0,599.0,150.0,,0
4190,25051893,14597468,0,Chaffee Park,39.786199997904575,-105.01589473495123,Entire home/apt,4,1.0,2,2.0,71.0,45.0,,0
4192,25055937,119702948,0,Cory - Merrill,39.69547916723114,-104.94090994986436,Private room,2,1.0,1,1.0,65.0,0.0,83.0,6
4193,25055975,3697079,0,Five Points,39.75401189612606,-104.97903909027306,Entire home/apt,14,3.5,5,7.0,28.0,189.0,99.0,22
4203,25080971,2877887,1,Five Points,39.751825190722016,-104.97444307181223,Entire home/apt,8,2.0,2,4.0,330.0,70.0,,0
4208,25098158,122720574,0,Berkeley,39.780034606083156,-105.05291654811629,Entire home/apt,4,1.0,1,1.0,95.0,50.0,95.0,17
4212,25131047,25005399,1,Berkeley,39.77274808907243,-105.04849652431378,Entire home/apt,8,1.0,2,4.0,290.0,75.0,94.0,7
4213,25132243,185736513,0,Highland,39.760683186531466,-105.01954074443199,Entire home/apt,12,4.0,3,10.0,95.0,0.0,99.0,19
4214,25133813,49246855,1,Villa Park,39.7326576439249,-105.04375864389922,Entire home/apt,3,1.0,1,1.0,198.0,25.0,96.0,15
4217,25141789,190023449,0,Highland,39.76640776733594,-105.01541729041747,Entire home/apt,10,2.0,3,5.0,250.0,120.0,100.0,12
4233,25242294,190724245,0,Capitol Hill,39.73166591549611,-104.98721580847928,Entire home/apt,6,1.0,2,4.0,158.0,115.0,97.0,7
4237,25256610,30972487,1,Clayton,39.763716724083686,-104.95497546143751,Entire home/apt,2,1.0,1,1.0,79.0,79.0,95.0,15
4242,25264683,71572483,0,Rosedale,39.675020993528754,-104.97403189219442,Private room,2,1.0,1,1.0,54.0,35.0,100.0,5
4245,25290541,181113145,0,Highland,39.7582932567339,-105.02096431938719,Entire home/apt,6,4.0,3,3.0,245.0,125.0,97.0,15
4247,25292997,57512193,1,West Colfax,39.737279282038564,-105.04417903256298,Entire home/apt,16,4.0,6,9.0,99.0,250.0,100.0,12
4249,25294182,151394248,0,West Colfax,39.73619229945115,-105.0380978664218,Entire home/apt,8,2.0,3,3.0,265.0,155.0,,0
4254,25324403,62305383,1,West Colfax,39.740202697140944,-105.03326858740158,Private room,3,1.0,1,2.0,69.0,0.0,100.0,27
4264,25351389,18643548,0,Overland,39.675958448791846,-104.991460884349,Entire home/apt,5,2.5,2,2.0,250.0,150.0,100.0,2
4265,25353002,179793630,0,Hale,39.72658963964905,-104.93938370161186,Private room,2,1.0,0,1.0,175.0,50.0,,0
4269,25398454,191733244,0,Sloan Lake,39.75756229989706,-105.03434117047848,Entire home/apt,4,1.0,1,1.0,90.0,70.0,93.0,14
4271,25399405,81344563,0,Indian Creek,39.68678531741514,-104.89420193949306,Entire home/apt,6,3.0,3,3.0,202.0,100.0,96.0,6
4272,25400959,191748990,0,South Park Hill,39.749208647005844,-104.92540628265009,Entire home/apt,10,2.0,4,5.0,235.0,225.0,100.0,11
4274,25405332,5228090,0,Washington Park West,39.70995995439645,-104.97719209561619,Entire home/apt,10,4.0,4,4.0,350.0,0.0,,0
4278,25420046,30972487,1,Clayton,39.76310636230569,-104.95638916717729,Entire home/apt,4,1.0,1,1.0,95.0,79.0,84.0,5
4279,25422304,19238805,0,Hale,39.72882991860954,-104.93209819034759,Private room,2,1.0,1,1.0,59.0,29.0,87.0,9
4280,25423932,191773526,0,CBD,39.74554704107063,-104.9958304196483,Private room,2,1.0,1,1.0,80.0,80.0,,0
4282,25430360,191977384,1,Five Points,39.75195431818726,-104.9864152442155,Private room,4,3.0,1,2.0,125.0,50.0,98.0,12
4283,25430826,186321637,0,Cory - Merrill,39.69069262513981,-104.94329034464252,Entire home/apt,4,1.0,3,3.0,99.0,79.0,77.0,7
4284,25431170,191977384,1,Five Points,39.751717142343004,-104.98508083575103,Private room,4,3.0,1,2.0,125.0,50.0,96.0,11
4285,25446225,34955862,0,Union Station,39.75325166289832,-105.00354917604572,Entire home/apt,4,2.0,2,2.0,275.0,155.0,100.0,4
4288,25452728,74116192,1,Gateway - Green Valley Ranch,39.79064191274119,-104.7764977298682,Private room,2,1.0,1,1.0,65.0,0.0,99.0,17
4290,25456812,178807289,0,City Park West,39.74581734947765,-104.96525374740808,Entire home/apt,2,1.0,1,2.0,57.0,0.0,93.0,3
4295,25461596,191977384,1,Five Points,39.75250376007635,-104.98636916934495,Private room,16,3.0,6,14.0,1200.0,350.0,,0
4297,25471033,163844374,0,Hampden,39.67300633820221,-104.87317080650456,Shared room,2,2.0,1,6.0,20.0,0.0,75.0,4
4299,25476150,32622027,0,Five Points,39.7655993622106,-104.97899329508968,Entire home/apt,4,1.5,1,1.0,150.0,75.0,100.0,4
4303,25477926,192292964,0,Speer,39.72698102533345,-104.9815369216676,Entire home/apt,4,1.0,2,2.0,140.0,60.0,100.0,2
4307,25507110,192484753,0,Stapleton,39.75800222637767,-104.89430097260914,Entire home/apt,6,3.5,3,3.0,200.0,100.0,100.0,8
4316,25540293,161416242,0,Capitol Hill,39.735722289581396,-104.97767539252287,Entire home/apt,4,1.0,1,2.0,139.0,85.0,100.0,16
4318,25549940,192764661,0,Five Points,39.754698712704055,-104.99188639246893,Entire home/apt,2,1.0,1,1.0,159.0,100.0,97.0,6
4322,25579927,4087056,1,City Park West,39.741834156154496,-104.96911361557024,Entire home/apt,2,1.0,1,1.0,110.0,70.0,,0
4328,25609776,103230346,0,Highland,39.76190254476098,-105.00943330087992,Private room,2,1.0,1,1.0,59.0,30.0,,0
4330,25614605,19624230,0,Stapleton,39.79454174207714,-104.88504970155209,Private room,2,1.5,1,1.0,55.0,10.0,100.0,6
4331,25633164,18473395,1,University,39.68475414561242,-104.9661892816613,Private room,2,1.0,1,1.0,70.0,40.0,99.0,17
4333,25661155,193223852,0,Sunnyside,39.77484964251396,-105.00552607198937,Entire home/apt,8,3.5,3,4.0,181.0,140.0,100.0,12
